id,rater_id,amcat_id,tagged_text,content,flow,grammer,emotion1,emotion2,review_flag,review_comment,status,

Subject:your cloud storage system is rubbish please refund money

Email Body: 

 

 respected mam

 I have purchased online data storage system but service hasn't activate.because at time of purchase <opc>you guys promised that service would activate in 1 day but 1 week past away, thre is no movement in your service</opc>. 

 now Iwant to cancel my service. because of your poor services ,now I don't want to with your company.othrwise I go to consumer court 

 

 thanking you

 your",0,2,3,Angry,,0, ,pending for approval,
541,6,10016681802805,"To:parikshit.sondhi1979@gmail.com

Subject:its against compony policy to return money.

Email Body:Hi parkshit,

<oi>I am meenakshi aiyyar, </oi>I have been gone through the problem you have been faced. <oa>Sorry for your inconvenicnce. </oa><op>After my investigation with the co. I found that the activation was delayed because you have been provided wrong address in your application form. How ever, the coustmer service agent failed to inform you about this. Also they were unable to reply on your complaint 2 days ago because of sudden increase in workload due to some technical glitches </op>and It is strictly against our compny policy to return money to the client for the service alredy used. <cff>we will soonly sort out your problem nd you will get started with your subsciption to our online data system soon.</cff>



Thanku

meenakshi aiyyar

co. CSE",3,3,3,Neutral,,0, ,pending for approval,
542,6,10016681809469,"To:parikshit.sondhi1979@gmail.com

Subject:sorry for the delay

Email Body<ow>:hey,sir i hope you are doing well</ow> . i read all your dtails and came to know that was just not a big problem actually the probl that occur was tha your address that you mentiones in that letter was not correct it was inappropriate and because of the that all problem arises and so sorry for the problem<ccd> i will try to fix the problem as soon as it possible.
</ccd>
yours faithfully 

",1,1,4,Neutral,,0, ,pending for approval,
543,6,10016681861054,"To:parikshit sodhi.

Subject:against company policy to return the funds back.

Email Body:parikshit.sodhi1979@gmail.com

<oi>I Meenakshi ,CSE of our company hreby informs you that sir it has been before only informed you that funds or money ones given will not be refunded.
</oi>
It is against our company laws.

<op>sir,te activcation was delayed only because you provided the wrong address in the application.

so our company cannot refund the money at any cose.
</op>


Meenakshi.

(CSE)",2,2,3,Neutral,,0, ,pending for approval,
544,6,10016682117483,"To:parikshit.sondhi1979gmail.com

Subject:telling about the causes of delay in activation of service

Email Body: <op>sir as per your complaint we investigates properly to know the causes of delay in activation of service and we find that you provided wrong address details in your application form and our customer service agents are unable to inform you about this and your service is not activated due to excessive work load</op>.you are requested to submit your address details at our office so that we could activate your service.<cap>sorry for inconvinience.
</cap>


Thanks

meenakshi ",4,3,4,,,0, ,pending for approval,
545,6,10016682340687,"To: Parikshit Sondhi

Subject: feel sorry

Email Body:<op>dear sir, i found that you write the wrong address in application form so that service is activated in long time.</op> and <oa>feel sorry for not giving any reply to you because of some technical glitches.</oa> i hope that you can understand y",2,2,2,Apologetic,,0, ,pending for approval,
546,6,10016691211709,"To:Parikshit sondhi

Subject:giving customer feedback

Email Body:

Hello Mr.Parikshit

<oa>I received your complain yesterday.And we are sorry for the delay but the address
</oa>
<op>which was provided by you was wrong,so that we are not able to solve your problem.But it is against company""""s poolicy to return money to the clients for the services already used.</op>

<cff>We can proceed your request as soon as possible.
</cff>
<cth>Thank you for choosing our company.
</cth>
Customer Sales Executive,

Meenakshi A",1,2,4,Neutral,,0, ,pending for approval,
547,6,10016682363903,"To:parikshit.sondhi1979@gmail.com

Subject:to tell about our company

Email Body:<odf>hello sir.....we have received your email.your complaint is very true </odf>but <op>according to our investigation we have found that you have given wrong information or wrong address details in your application form provided by us. </op>Due to this reason,your online data plan activation was delayed. our IT & IT services company""""<oi>HEAVEN INFOTECH'"""" delivers business consulting, technology,engineering & outsourcing to more than 100 clints across india & our annual revenue is 20 crores. our company has very sucessful products """"TC cloud"""". it is gurranted that we will always satisfy you & fulfil your needs. </oi>due to heavy work of our company we were unable to make contact with u. It is aganist the rule of our company if we return your money. <cff>but we promise to you this will never happen aga</cff>in. thanks Meenakshi Aiyyar ",2,2,4,Neutral,,0, ,pending for approval,
548,6,10016691212951,"To:Parikshit Sondhi

Subject:Online storage system is not good

Email Body: Hi, sir<op> i investigate ur problem with in the company and found out that the activation was delayed because you provide wrong address detail in application

form. Due to this the customer service agents failed to inform you about this. Also they were unable to reply to ur complaint 2 days ago because of sudden increase in work load due to some technical glitches.</op>



Thanks

Meenakshi Aiyyar

",1,2,5,Neutral,,0, ,pending for approval,
549,6,10016682404447,"To:MEENAKSHI@GMAIL.COM

Subject:REFUND MY BACK

Email Body:I PURCHASED A ONLINE DATA STORAGE SYSTEM.MY EXPERIENCE WITH YOUR COMPANY IS VERY BAD AND IWENT TO CANCEL MY SUBSCRIPTION. I COMPLAINED ABOUT THIS 2 DAY AGO USING FEEDBACK FORM BUT I DID NOT RECEIVE A RPLY. YOUY HAVE BEHAVED UNPROFESSIONALLY. PLEASE RETU



GOOD DAY,

PARIKSHITSONDHI",0,2,2,Angry,,0, ,pending for approval,
550,6,10016691223710,"To:company 

Sub ;purchased a 3 month subscription to your online data storage system . 

Email Body:I am parikshit sondhi . A week ago I purchased a 3 months subscription to your online data storage system. I want to cancle my subscription.At the time of purchase I was promised that my service would be activate in 1 day . I complained about this 2 days ago using your feedback form but I did not receive a reply.Please return my money prompt othrwise I would have to go to the cosumer court.

Thanks

Parikshit sondhi ",0,4,5,Angry,,0, ,pending for approval,
551,6,10016691234495,"To:parikshit

Subject:repaly of his complaint

Email Body:parikshit.sondhi1979@gmail.com <oi>respected sir iam employee of heaven inftech company. </oi><oa>we are very sorry for not ansswering about ur complaint because of sudden increase in workload due to some technical glitches.</oa>and their is some mistake in the details in the application form .The address is wrong,we are requested to u give the detials related to adderss <cap>.i apologise from bahave of our company yourfaithfully, meenakshi aiyyar</cap>",4,4,5,,,0, ,pending for approval,
552,6,10016691286551,"To:parikshit.sondhi1979@gmail.com

Subject:feedback for inconvience

Email Body:

<oa>Extremely sorry sir, for the inconvience made to u.</oa>

actually sir from investigation our company found that you have given wrong address to us thats why the activation delayed. <cap>sorry for not giving you this information on time.
</cap>


<cap>but sorry, it is against the company policy to refund the money</cap> ,as you have already used our services.<cff>we assure you that sir, such kind of delaytion and misbehaviour is not done in future.
</cff>


Menakshi Aiyyar (cse)

Heavon iI",2,4,5,Apologetic,,0, ,pending for approval,
553,6,10016616925552,"To:parikshit.sondhi1979@gmail.com

Subject: reply to your non activation of online data storage system

Email Body:Mr. Parikshit Sondhi,

Sir,

<op>This is to inform you that we had we had investigated why your subscribtion is not being activated, we had found that you had provided wrong communication mailing address in the application form, thats why we are unable to reach to you. And we are unable to reply to your complaint because thre was a sudden increase in the workload in previous days, whichresults in some technical glitches.</op> I request you to provide your correct address, so that we can reach you. <oi>And our product Cloud storage system is a successful product, which enables you to backup, encrypt and shre the data in offices or amongst employees, due to some diificulties only you are unable to take advantage from the product. </oi>



And as concerned with your issue of refund of money, this is to inform you that it is against the poilicies of our company to return money to the clients, and it is also disclosed on the company's website. <cdf>I will only able to help you out on this by activating your subscribtion for cloud storage system as early as possible. </cdf>



Thanking You,

Meenakshi Aiyyar

Customer Sales Executive(CSE)

HEAVEN INFOTECH EXECUTIVE

",4,4,5,Neutral,,0, ,pending for approval,
554,6,10016681777131,"To:

Parikshit Sondhi

Subject:ADDRESSING YOUR PROBLEM REGARDING OUR SERVICES

Email Body<oi>:Hi parikshit, this is meenakshi aiyyer.</oi> this is in reference to your complaint which heaven infotech is desirous of addressing. this is to duly apprise you that your grievance was accorded top -most priority, immediately on its very receipt. when you had dropped your e-mail, we promptly conducted a preliminary investigation to ascertain as to what exactly was the pinprick the company's preliminary inspection of the same revealed that <op>delay in rendering the service pertaining to the activation of the service was attributable to your providing erroneous details withregard to your address in the application form, which is exactly why the service could not be activated in the guaranteed stipulated period. moreover i would furthr want to relay that your complaint in the feedback form could not be swiftly replied to on account of a sudden technical snag in the concern, which caused an unprecedented spurt in our workload. </op>but <oa>i would still tender an apology to you for that and we ensured it to take up your complaint first of all following that. </oa>parikshit <cth>i genuinely appreciate the way you chose to be frank in the expression of your grievance </cth>but i would like to request you to supply your correct address details since it is a contravention of our policy to refund money for the services made use of. 

 Regards,

 Meenakshi Aiyyer. ",4,4,6,Neutral,,0, ,pending for approval,
555,6,10016691294393,"To:parikshit.sondhi1979@gmail.com

Subject:Heaven InfoTech customer Sales

Email Body: 

 Hello sir 

<oi> I am Meenakshi Aiyyar sales Executive.</oi>

 sir we wanna say that you use our service only for one day,its a new technology 

 takes time to understand ,sir you first enjoy the service for few more days ,if you got same problem with are service than we will deactivate youre subscription.

<cap> sorry for your experience...
</cap>
 our company with you,first you tall each and every problem with are service we 

<ccd>sourly sortout your problem</ccd>.

 thanks you sir ",0,1,2,Panicky,,0, ,pending for approval,
556,6,10016691381951,"To:Parikshit sondhi

Subject:Our company can't refund your money because of company policy

Email Body:parikshit.sondhi1979gmail.com

 

 sir,

 <oi>Hello sir , this is Meenakshi Aiyyar(CSE) at Heaven InfoTech .</oi> I noticed your complaint of cancelling your subscription and refunding your money . <op>Due to technical problem sir we will try to activate your service soonly but we can't refund your money according to our policy</op>.<cdf>please try to understand our situation.
</cdf>


 Thanks

 Meenakshi Aiyyar ",2,3,4,Neutral,,0, ,pending for approval,
557,6,10016681787071,"To: parikshit.sondhi1979@gmail.com

Subject: sorry for inconvience, mam

Email Body: Hello mam. Firstly I thank you for using our company service. On the behalf of my company. <oa>I am really very sorry for the inconvience that you faced. </oa>But I have to tell you that this is not our company fault or mistake totally. Mam, actually the delay which have been faced by you is due to the wrong address details provided by you. This fact brought down during the investigation done within the company. By this , our company is not able to activate the service. <op>The more delay is faced by you due to increase workload due to some technical glitches.</op>

I known that you were very disappointed by our company. But its not our mistake or not yours. Let ignore all this that move forward. <cff>I sure that our company will never provide any delay or inconvience on your ground. </cff>We will recently activate our service and provide all the details, queries and any type of information which will you need at any time, any place. Mam, I agreed that you disappointed and trust our company. But by this email I am sending you the reason for delay. Our company will never disagree you. <cap>Trust me mam. I am very very sorry for all this. </cap>Please once again use our service. We will provide you a good service. <cff>If it again happen then you change your decision. </cff>

From : Meenakshi Aiyyar

( CSE of the Heaven Infotech Co. )",4,3,2,Shameful,,0, ,pending for approval,
558,6,10016681847101,"To: parikshit.sondhi1979@gmail.com

Subject: apologize and provide Sevice better in future to customer 

Email Body: <odf>hello Parikshit Sondhi I know 1 week ago you have purchase a 3 month subscription to your online storage system and I am get your Emails about our in sufficient service to you but you have claim about money refund .</odf>but In these days I am too busy in Office so i can,t check it tommorow im check all E mails .<cap>sorry for in convenient service .</cap>actually thre is some technical problem in company server. so every customer have face that problem now you can enjoy all services which are subscribe by you. and enjoy if thre is any problem then we are responsible for this thing and now we are repair our server from a good Ingineer i think now no one have to face this problem. and <op>othr thing you are claim for fund refund that is our company policies so we can not refund your money but we are trust you about our service.to you i hope you will understand our policies</op> . <cw>i think all of your doubts are clear now. and we have good relation ship of customer thank you have good day. Thanks
</cw>
 Meenakshi AIyyar

 customer sales executive ",2,3,2,Apologetic,,0, ,pending for approval,
559,6,10016691338789,"To:parikshit.sondhi1979@gmail.com

Subject:Our company Cloud Storage system is in good condition, due to the wrong address confirmation.

Email Body:

Hi Parikshit Sondhi,



<oi>I am Meenakshi as a Customer Sales executive. Our company having a good reputation in the market as u know before the purchasing of our product. </oi>when u fiiled the form of the TCloud Store before purchasing, u filled a wrong address in the application form and when the product is delievered to you, then the address is not found by the service agent. He did not informed the company about this delayed or wrong address so this mistake is done by our service agent. after that due to some technical glitches and the some office work load, i am not informed you.<cap>I am sorry to this type of mistakes because of the some technical glitches</cap>. But today, Evening our service agent will come to your house and activate your TCloud Store. Please check the services and the of our product and the product is surely provided you a maximum satisfaction as compared to anothr products. <oi>TCloud store enables companies to backup, encrypt and shre their data within their offices and amongst employees. it is guaranteed to have 0% downtime it means that this company provided a better services to our customers.</oi> the company does not return the money back due to our a very well reputation and goodwill. No customer has a complaint ever in the last years

<cdf>Please check our services first.</cdf>



Thanks

Meenakshi",3,3,2,Neutral,,0, ,pending for approval,
560,6,10016692366463,"To:parikshit.sondhi1979@gmail.com

Subject:reply to your complaint

Email Body:

Hi Parikshit,

<oa> I am very sorry for not replying to your mail on time</oa>.Actually, i want to tell you, you have not provided us the right address and that is the main problem with us as we are not able to provide you the T-Cloud service.Please recheck the address details which you have given us.And the othr thing is, we couldn't reply to your email which you have sent us 2 days ago because of sudden increase in workload due to some technical glitches.<cap>We are very sorry for the delay which you are facing from our side</cap>.<cff>Please don't reach to a conclusion so early with our company.We will promise you that this is the first and the last problem you have received from our end.</cff>Please provide us the correct address details as soon as possible so that we can provide our service on time.<cap>We are sorry that we can't return back your money as it is strictly against company policy to return money to clients for services already used.S</cap>o don't feel guilty that you have wasted your money.Please c",4,3,3,Apologetic,,0, ,pending for approval,
561,6,10016695947335,"To:Parikshit Sondhi

Subject:

Email Body:parikshit.sondhi1979@gmail.com





Respected Sir,



<oi>I Meenakshi Aiyyar working as Customer Sales Executive at this company Heaven InfoTech. I</oi> had recived your mail and <oa>First of all i would like to appplogize for your hrrible expereince with our company.</oa> <op>I would like to inform you that according to my investigation we have recieved wrong address details in your application form. And also we having lots of work load due to some technical glitches. As u said that you want ur payment back it is striclty against the company policy to return clients money back.</op>

It is our humble request to please send your correct e-mail address so that <cff>we can do our duty again ant it is our promise that it wont b happen again.
</cff>
",4,4,4,Apologetic,,0, ,pending for approval,
562,6,10016695986575,"To:Meenakshi,



Subject:Your Cloud storage system is rubbish. Please refund my money.



Email Body:<oi>I am Parikshit Sondhi. </oi>A week ago I purchased a 3 month subscription to your online data storage system. I have had a very hrrible experience with your company and I want to cancel my subscription. <opc>At the time of purchase I was promised that my service would be activated in 1 day, however it's been 1 week and you still haven't activated my service.</opc> <opc>I complained about this 2 days ago using your feedback form but I did not receive a reply.</opc> You have behaved unprofessionally. <cdf>Please return my money promptly othrwise I would have to go to the consumer court.

</cdf>

Thanks

Parikshit Sondhi

",0,4,5,Angry,,0, ,pending for approval,
563,6,10016697484310,"To:parikshit.sondhi1979@gmail.com

Subject: cloud storage system 

Email Body:.very soon u wil be provided with the new connections



 dear mam,

 <oa>we are very sorry for the inconvinence ,</oa><op>due to the workload we were unable to reply you in the last two days, ur complaint has been sortout under my observation , we found that you had given a wrong address in the registration form due to which we were nt able to provide u the service with in the given time ..</op>

 

<cff> i hre by promise you...your service wil be very soon started once we recive ur proper address n verify it. 
</cff>
 

 <cff>our services are best in the world ......plz kinldly gives us one chance to feel u haapy with our services .
</cff>


 THANKING YOU 

 Meenakshi Aiyyar (CSE)",2,3,4,Apologetic,,0, ,pending for approval,
564,6,10016697490495,"To:Parikshit.Sondhi1979@gmail.com

Subject: Sorry for the Inconvenience but The Email-address you have provided 

was Worng!!!!!!! 

Email Body:



Hello Mr.Parikshit Sondhi,



<odf> i have gone through with your problem but the main issue was with the address provided by you was incorrect or inproper in the application form ,due to this reason our Customer Service Agent fasiled to inform you about this problem.
</odf>
 <op>we were unable to reply to the client's complaint 2 days ago because of sudden increase in workload due to some technical glitches. And most Improtant Issue is that once the services are used and then to return the money is Strictly against of our company policy.</op>

 so i request you sir to correct you address from the option given to u in your service and enjoy your services. <ccd>for any furthr queries

contact our CSA </ccd>

 

 ",4,4,4,Neutral,,0, ,pending for approval,
565,6,10016693301567,"To: General Manager

Subject:Customer Sales Executive 

Email Body:

<odf> I have had a very hrrible experience with your company and I want to cancel my subscription.</odf> <opc>At the time of purchase I was promised that my service would be activated in 1 day, however it's been 1 week and you still haven't activated my service.</opc><opc> I complained about this 2 days ago using your feedback form but I did not receive a reply.</opc> You have behaved unprofessionally. Please return my money promptly othrwise I would have to go to the consumer court.From your investigation within the company you found out that the activation was delayed because he provided wrong address details in his application form. However, the customer service agents failed to inform him about this. <op>Also, they were unable to reply to the client's complaint 2 days ago because of sudden increase in workload due to some technical glitches. Reply to the client on his email id, keeping in mind that it is strictly against company policy to return money to clients for services already used.</op><oi>Heaven Infotech is an IT and IT services company. It delivers business consulting, technology, engineering, and outsourcing to roughly 100 clients across India and its annual revenue are 20 crore rupees. It employs only 200 employees, with most of them in Bangalore, India. One of its most successful </oi>",0,2,5,Neutral,,0, ,pending for approval,
566,6,10016698314619,"To:parikshit.sondhi1979@gmail.com

Subject:Your Could storage system is rubbish please refund my money

Email Body:hi Meenakshi,

<oi>I am Parikshit Sondhi .</oi><opc>A week ago I purchased a 3 month subscription to your online data storage system .</opc> I have had a very hrrible experience with your company and i want to cancel my subscription . <opc>At the time of purchase I was promised that my service would be activated in 1 day , however it's been 1 week and you still haven't activated my service. I complained about 2 days ago using your feedback form i did not receive a reply </opc>.You have behaved unprofessionally .Please return my money promptly othrwise i would have to go to the consumer court.

 

Thanks

Parikshit Sondh",0,3,5,Angry,,0, ,pending for approval,
567,6,10016698338661,"To:parikshit.sondhi1979@gmail.com

Subject:applogising for the problem faced and no refund of money.

Email Body:hi...Parikshit.....

<oi>I Meenakshi Customer Sales excutive....</oi><op>i would hre by like to inform you that the problem faced by you for non-activation of services was due to your fault because the address provided was invalid.</op> I accept we were unable to answer to your query because in past few days were had a great amount of workload which created inefficency in our work<cff>.I promise from now onwards this type of behaviour would not be shown and all the services would be activated as soon as possible.</cff>Your request for refund of money cant be fulfilled because it is strictly against the company policy for the services already used by the clients.I hope you understand.<cth>Thanking in anticipation.</cth>

 your's faithfully

 meenakshi.

 ",4,4,5,Neutral,,0, ,pending for approval,
568,6,10016698669695,"To:parikshit.sondhi1979@gmail.com

Subject:Against co. Policy & Yors mistake 

Email Body:dear consumer , 

<opc> i ceof the heaven info tech co.</opc> inform u that its ur mistake to give the wronge address to us and the return money to u against the co policy of used things .

we inform u that our officer vist u r house soon and give best suitable veiw to u . u r best in tc cold and u have nice capital . its ur fist complate u give us . u r our like good consumer . plz wait for some time becoz of work load we nt visit ur house . <cff>we will visit soon . 

</cff>

 ",1,1,1,Shameful,,0, ,pending for approval,
569,6,10016700123871,"To:parikshit sondhi

Subject:understand your client's needs and to persude them to use your company product

Email Body: <oa>Sorry SIR, its not a company mistake some misunderstandings are thre in your filling form</oa>.<op>From your investigation within the company you found out that the activation was delayed because he provided wrong address details in his application form.</op> However,the customer service agent failed to inform him about this.Also, they were unable to reply to the client's complaints 2 days ago because of sudden increase in workload due to some technical glitchness. Reply to the client on his email id, keeping in mind that it is strictly against company policy to return money to clients for service already used.

<oi>About Heaven Infotech: Heaven Infotech is IT and IT service company.It delivers consulting, technology,engineering, and outsourcing to roughly 100 clients across India and its annual revenue are 20 crore rupees. It employs only 200 employees,with most of them in Bangalore, India. One of its most successful product is:

TCLOUD Store-Tcloud enables companies to backup, encrypt anmd shre their data within their office and amongst employees. It is guaranteed to have 0$% downtime which means that this service never fails its custo</oi>",0,1,2,Apologetic,,0, ,pending for approval,
570,6,10016698722679,"To:Parikshit Sondhi

Subject:TCloud Store is one of its most successful products. This service never fails its customers.

Email Body: Hi Sir,

<oi>I am Meenakshi Aiyyar. </oi>I <op>Investigated and found that the activation was delayed because you provided wrong address details in your application form. The customer service agents failed to inform you about this and they are unable to reply to the client's complaint two days ago because of sudden increase in workload due to some technical glitches.</op>Reply to the client on his email id is strictly against company policy to return money to clients for services already used.<oi>T Cloud enables companies to backup, encrypt and shre their data within their offices and amongst employees.This service never fails its customers.</oi>

Good Day

Meenakshi Aiyyar

Customer Sales Executive, Heaven InfoTech",1,2,5,Neutral,,0, ,pending for approval,
571,6,10016698848367,"To-Meenakshi mam,

Sub-your cloud system is rubbish,please refund my money.

Email Body:<oi> i am parikshit sondhi. </oi><opc>A week ago I purchased a 3 month suscription to your online data storage system</opc>.i have had a very hrrible experience with your company and i want to cancel my subscription. <opc>at the time of purchase i was promised that my service would be activated in 1 day, however it ' s been 1 week and you still haven't activated my service </opc>. i compalained about this 2 days ago. please return my money othrwise i would have to go the consumer court.<cdf>from your investigation with in the company you found out the activation was delayed bcoz he would provided a wrong adress</cdf>.



 thanks

 parikshit soondhi 



 





",0,3,4,Sad,,0, ,pending for approval,
572,6,10016698945142,"To:meenakshi aiyyar

Subject: use of company products

Email Body:from:parikshit.sodhi1979@gmail.com

hi meenakshi



<oi>i am parikshit sodhi1979@gmail.com</oi>
<opc>
A week ago ipurchased a 3 month subscription to your online data storage system.</opc>

i have a very hrrible experience with your company and i want to cancel my subscription at the time of purchase i was promised that my survice would be activated in one day however it is one week and you stil have not activated my survice. i <opc>complained about this two days ago using your feedback from but i did not receive a reply</opc>. you have behaved unproffesionally.<cdf>plese return my mony promptly othrwise i would have togo to the consumer court.
</cdf>




thanks

parikshit sondhi",0,4,3,Angry,,0, ,pending for approval,
573,6,10016705379256,"To:parikshit.sodhi1979@gmail.com

Subject:Cloud Storage Account Activation Complaint readdressal



Hi Parkshit Sondhi,



<op>I have personally gone through your complaint and have found that the activation of your account was delayed due to the wrong address details given by you. According our policies we always ensure that the contact details provided the customers should be correct and valid. As our Data centres have found that you address details are wrong</op>. To activate your cloud storage account, you need to submit the scanned document clearly mentioning your permanent address. <ccd>You can do this by submitting one the following documents:</ccd>



-- Scanned copy of your land-line Phone bill receipt.

-- Scanned Copy of your Driving License

-- Scanned copy of ID card issued by any of the Government Department

-- Scanned Copy of your Addhr Card



After the verification of your documents, <cff>your account will be activated within an hour. </cff><oi>This is commitment of the Heaven Infotech, India's largest IT services company with over 100 clients across India</oi>.



<ccd>For furthr assistance, reply to this email address. I will ensure that your account will resume as soon as possible.
</ccd>


-- Regards

Meenakshi Aiyer

Customer Sales Executive, Heaven Infotech



",2,4,5,Neutral,,0, ,pending for approval,
574,6,10016698982511,"To: parikshit.sondhi1979@gmail.com

Subject: Heaven InfoTech* as customer sales Executive (CSE)

Email Body: parikshit.sondhi1979@gmail.com

Hi Parikshit,



<oi>i am Meenakshi Aiyyer. </oi><oa>Sorry for the previous stages sir</oa>.<op>We didn't accept your requests just because of the reasons that our company's plans have in so many demand & workers are less than the work.So activation of plans are so in trouble. </op>

thre was the problem in computers.So we were late for not only your,but so many costumers of ours.this was our 1st & last problem.<cap>Please forgive for our this unexpected problem.</cap>We will give you special offers on recent festivals on your mobile.

<cdf>please don't go to the costumer court & one more thing it is strictly against company policy to return money to clients for service</cdf>s already us



Thanks

Meenakshi Aiyyer",0,3,3,Apologetic,,0, ,pending for approval,
575,6,10016699122875,"To:parikshit.sondhi1979@gmail.com

Subject:reply to your email

Email Body:

Hi Parikshit,



<oi>This is Meenakshi Aiyyar hre</oi>.<cth>first of all i would like to thank you for purchasing our product TCloud store </cth>.But it seems you are facing some problem with it.Sir,your service was not activated just because we were given false address details in the application form.Its a humble request sir fill the correct address so that we can activate your service.secondly,<cap>we are really sorry for the late reply to your email</cap>.<op>Some technical glitches increased the workload causing delay in reply.
</op>
I hope i have satisfied you with your complaints.now you can enjoy the service and be a proud owner of our product.

<cth>Thank you for providing us a chance to help you with our TCloud store.
</cth>


Thanks

Meenakshi Aiyyar",2,3,4,Apologetic,,0, ,pending for approval,
576,6,10016699356205,"To:parikshit.sondhi1979@gmail.com

Subject:In reference to your mail regarding Money refunding of cloud storage system

Email Body:

Dear Sir, 

<oa>I am sorry to inform you that your 3 month subscription pack of online data storage system is been delayed due to the wrong address you provided to us in the application form..</oa> <op>This is why your service is not yet been activated.. 
</op>


Your request will soon be procsed if u give us the proper valid address and hence your service will be activated soon.. As to tell you it is very essential for a customer to give his proper original address to use your service.. It is strictly against our 

<cdf>Please do reply to this mail with your proper address in order to activate your services..</cdf>



Thanks,

Meenakshi Aiyyar

Customer Sales Executive (CSE)",2,2,2,Apologetic,,0, ,pending for approval,
577,6,10016699869884,"To:parikshit.sondhi1979@gmail.com

Subject:storage system is rubbish.

Email Body:



hi meenakshi,

<oi> i am parikshit sondhi.</oi> <opc>one week ago I purchased a 3 month subscription to your online data stoarage system</opc>. I have had very hrrible experiance with your company and i want to cancel my subscription. <opc>At the time of purchase i was promised that my service would be activated in 1 day, however it's been 1 week and you still haven't activated my service. </opc><opc>I complained about this 2 days ago using your feedback from but i did not recieve a reply .</opc> you have behaved unprofessionally. <cdf>please return my money promptly othrwise i would have to go to the consumer court.
</cdf>
 Thanks",0,3,5,Angry,,0, ,pending for approval,
578,6,10016705416687,"To:Parikshit.sondhi1979@gmail.com

Subject:Regarding your complain of delayed service.

Email Body:

Dear Customer,

 <odf>We received an e-mail from your side showing grievance regarding customer dis-satisfaction of the service not activated as per promised scenario. </odf><oa>We are very sorry for the inconvenience you had to face because of certain misunderstandings at both the ends. </oa>The address detail provided by you in the application form was found to be invalid and due to certain technical glitches, we were not able to reply to your complaint.

<oi>Heaven Infotech is an IT service company always working for the benefit of our very valuable customers and has the most skilled employees ever. Its product- TCloud Store is the latest product in the market which is slowly upgrading and progressing. </oi>It aims to provide all the customers a great platform to backup, encrypt and shre data. With cooperation of all the customers, we target to reach it to the same heights as aimed of.

<oa>I, Meenakshi Aiyyar, on the behalf of my organization, feels extremely sorry for the inconvenience you had to face and request you to please give us a chance of improvement. </oa><cff>We will activate your subscription within a day and will never fail to meet your satisfactory level ever again in future. Hope you give us a chance of improvement and respond positively.</cff>Please provide us with your valid address details so that we can activate the subscription as soon as possible.

Thanking You



Yours Sincerely,

Meenakshi Aiyyar

CSE Dept.

Heaven Infotech.",2,3,5,Apologetic,,0, ,pending for approval,
579,6,10016699875231,"To:parikshit.sondhi1979@gmail.com

Subject:satisfied solution of your storage system.

Email Body:

Hi Parikshit



<oi>I am Meenakshi.</oi>according to our investication because of some wrong attention from your side in the form according to your address delail is wrong. <op>So that the delay is occured. according to the rule of the company money refunding is not possible. So please send your right address to us so that our engineers will be at your home to solve your problem.</op> Thre are some essential function in that system which is only delivered in our company and if you come to know about all these function you will definetly like that system. <cff>So please may coprate so that our executive will come to your home in just two working days and solve your all probems according to the storage system.</cff>



Thans

",3,4,5,Neutral,,0, ,pending for approval,
580,6,10016699935647,"To:parikshit.sondhi1979@gmail.com

Subject:In reply to the given complain regarding Cloud storage system

Email Body:

Hi Parikshit,

<op>I understand your problem regarding activation of service. We tried to reach you but their is wrong address detail in your application form. That is why we couldn't reach your destination.And we could not informed you about it due to some technical errors.</op>

<oi>Sir, Heaven Infotech delivers business consulting, technology,engineering, and outsourcing to roughly 100 clients across India, and Cloud storage system is its most successful product.</oi>

<cff>Sir your services will be activated by tomorrow.And,if not,then an agent will be send to your place to check your system within 2 days.</cff>

And sir once the product has been opened,

<cff>I ensure you, your product will start working soon.</cff><cth>Thank you for your feedback.
</cth>
<cw>Have a great day.</cw>

Thank You,

Meenakshi",2,4,5,Neutral,,0, ,pending for approval,
581,6,10016700356863,"To:parishit sondhi

Subject:to persuadeto use a companys service

Email Body:<ow>how are you maam?</ow>i am very beg to listen your problem but<cap> i am very sorry maam that you are suffering such kind of problem but please maam it is technical problem which come in the nvironment of the company which is distract the whole operation of the company </cap>but please maam belive on me give me some time to correct my problem and take your problem in only 1 day i will 100 percent complete it sending a fresh product to u.<cdf>this is the problem of your address which is worngly send by u but it is now correctly done so now it is corrected so belive me maam.
</cdf>
thank you

your's faithfully

meenakshi(ceo)",0,2,2,Despaired,,0, ,pending for approval,
582,6,10016700436670,"To:parikshit.sondhi1979@gmail.com

Subject:Your Cloud storage system is rubbish.

Email Body:Please refund my money

Hi Meenakshi,



<oi>I am Parikshit Sondhi.</oi> <opc>A week ago I purchased a 3 month subscription to your online data storage system.</opc>I have had a very hrrible experience with your company and I want to cancel my subscription.<opc>At the time of purchase I was promised that my service would be activated in 1 day, however it's been 1 week and you still haven't activated my service</opc>.I complained about this 2 days ago using your feedback form but I did not receive a reply.You have behaved unprofessionally.<cdf>Please return my money promptly othrwise I would have to go to the consumer court.</cdf>



Thanks

Parikshit Sondhi 



from your investigation within the company you found ",0,3,5,Angry,,0, ,pending for approval,
