,Amcatid,Sentences,Tag_name,Flow,Rater_id,All_tags
20,10016705260031,We got the information that Superbazaar is looking to upgrade its old inventory management computer systems.It is to brong to your notice that our company IT systems is a leader in IT secto,op_tag,3,1,"['op', '/op', 'cac', '/cac']"
21,10016705260031,"Please send all the information about your software requirements ,technical constraints,project timeliners,budget etc.",cac_tag,3,1,"['op', '/op', 'cac', '/cac']"
22,10016705375795,IT System would be happy to help you,ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd', 'cff', '/cff']"
23,10016705375795,". w seek a positive response from you.
",cff_tag,2,1,"['opc', '/opc', 'ccd', '/ccd', 'cff', '/cff']"
24,10016705375795,"In response to your advertisement(established 1990), IT SYSTEM keeps hre a proposal for you to replace your IMCS (inventory management computer system) with RFID tracking and real time reporting.
",opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd', 'cff', '/cff']"
25,10016705592891,IT System is a leader in the IT sector.,oi_tag,3,1,"['oi', '/oi', 'cff', '/cff']"
26,10016705592891,We are expecting a great business future of IT Services and SuperBazaar which is retail sector pioneer in India.,cff_tag,3,1,"['oi', '/oi', 'cff', '/cff']"
27,10016705791214,I am Rajeev Pathak and i am persuing my job in IT System as Corporate Sales Executive(CSE),oi_tag,3,1,"['oi', '/oi', 'cff', '/cff']"
28,10016705791214,"We will be waiting for your feedback. Have a great day sir.
",cff_tag,3,1,"['oi', '/oi', 'cff', '/cff']"
29,10016705898780,I shall be very thankful to you if you provide us this oppurtunity.,cth_tag,3,1,"['opc', '/opc', 'cth', '/cth']"
30,10016705898780,As per your Invitation to all the competant companies for the upgradation of your Inventory Management Computer Systems,opc_tag,3,1,"['opc', '/opc', 'cth', '/cth']"
31,10016739156415,We came to know about your requirement for high end Information System with RFID tracking and Real Time Cost Reporting functionalities,op_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
32,10016739156415,"Please, revert back with :

1. Software requirements

2. Technical Constraints

3. Project Timelines

4. Budget
",cac_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
33,10016739156415,"P.S. Would love to work with you.
",cff_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
34,10016739207867,"I am Rajeev Pathak, Corporate sales executive from IT Systems.",oi_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
35,10016739207867,"So, IT System is willing to join hands with SuperBazaar and work for better future of both the firms.
",cff_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
36,10016739286652,"I Rajeev Pathak, Corporate Sales Executive at IT Systems",oi_tag,3,1,"['oi', '/oi', 'cac', '/cac']"
37,10016739286652,"I request you to please send me the details as we can work upon project as soon as possible.
",cac_tag,3,1,"['oi', '/oi', 'cac', '/cac']"
38,10016739523175,"Furthrmore, we would like to have information about your software needs, estimated budget, technical issues (if any) and project timelines.",cac_tag,3,1,"['opc', '/opc', 'cac', '/cac']"
39,10016739523175,"This is in response to your advertisement that the Superbazaar is looking forward to revamping the inventory control computer systems. 
",opc_tag,3,1,"['opc', '/opc', 'cac', '/cac']"
40,10016739561135,"Please write to us if you have any query.
",ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
41,10016739561135,This is in reference to your requrement of the new inventory management system for your store chains,opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
42,10016739807783,"
I understand that SuperBazaar is looking forward to replace the existing inventory management computer system by modern systems with RFID tracking and real time cost reporting.



In this context, I would like to present our company, IT Systems, as an interested company to provide you with the required system. ",op_tag,3,1,"['op', '/op', 'cff', '/cff']"
43,10016739807783,Looking forward to your reply.,cff_tag,3,1,"['op', '/op', 'cff', '/cff']"
44,10016739854523,"It has come to our notice that Superbazaar wishes to replace the old inventory management computer system by modern systems. We,IT Systems, wish to offer you our proposal in this context.",op_tag,2,1,"['op', '/op', 'cff', '/cff']"
45,10016739854523,"Looking forward for your response. Thank You.
",cff_tag,2,1,"['op', '/op', 'cff', '/cff']"
46,10016739949695," We would put 100 % effort in providing you the same
",ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
47,10016739949695,"In reference to your invitation of bids for upgrading inventory management system,

I would like to offer my company's services for the same",opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
48,10016739959227, It has come to our notice that you want to replace your inventory management system with the morden system.,op_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
49,10016739959227,"If you are interested please do let us know with following details so that we could prepare a cost and time estimate chrt for you :

1.Software requirement

2.Technical constraints

3.Project timeliness

4.Budget

6.Any othr information which you might consider important for our deal",cac_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
50,10016739959227,Hope to listen from you soon.,cff_tag,3,1,"['op', '/op', 'cac', '/cac', 'cff', '/cff']"
51,10016739981940,I am Rajeev Pathak and I work for IT System as CSE. IT sysytems is leader in IT sector and we have the best technologies available as RFID TRACKERS and so on.,oi_tag,1,1,"['oi', '/oi']"
52,10016740141233,This is regarding your requirement of inventory management system upgradation.,op_tag,1,1,"['op', '/op', 'cff', '/cff']"
53,10016740141233,If your requirements matches with our capabilities so kindly do response to this mail.,cff_tag,1,1,"['op', '/op', 'cff', '/cff']"
54,10016745108277, It has come to our notice that your SuperBazaar is seeking for companies that could replace your old inventory computer systems by modern systems with RFID tracking and real time cost reporting.,op_tag,2,1,"['op', '/op', 'cdf', '/cdf']"
55,10016745108277,I am also mailing the detailed cost and time estimates as an attachment to the mail.,cdf_tag,2,1,"['op', '/op', 'cdf', '/cdf']"
56,10016745179035,"Sir,we all know that soon you will going to upgrade your old computer system.",op_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
57,10016745179035, I'm Rajeev Pathak CSE of xyz company.,oi_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
58,10016745179035,"If,you selected us then i will send you the othr information shrtly.",cff_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
59,10016745321338,As for this big deal we are waiting for your response.,cff_tag,2,1,"['opc', '/opc', 'cff', '/cff']"
60,10016745321338,In response to your company proposal to replace the old inverntory system by modern RFID tracking system.,opc_tag,2,1,"['opc', '/opc', 'cff', '/cff']"
61,10016745431930,This is in context to your interest to upgrade your old inventory management system with modern systems with RFID tracking and real time cost reporting.,op_tag,2,1,"['op', '/op', 'cac', '/cac']"
62,10016745431930,Kindly give a sneek look through the proposal.,cac_tag,2,1,"['op', '/op', 'cac', '/cac']"
63,10016745582399,Hope for future dealing and meeting.........,cff_tag,2,1,"['opc', '/opc', 'cff', '/cff']"
64,10016745582399,I am Rajeev (sales executive) and today my sales manager (MR. Sujoy Mishra) informed me about the conference which held in Delhi and he told that Super Bazaar is looking to upgrade its old inventory management computer system,opc_tag,2,1,"['opc', '/opc', 'cff', '/cff']"
65,10016745639462,I am Rajeev Pathak CSE of IT System.,oi_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
66,10016745639462,Related information and Query about our services and offers can call us our numbers:0542-22546852.,ccd_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
67,10016745639462,As I get information from your side that you want to change your inventory computer systems.,opc_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
68,10016826637694,"hello sir iam rajeev pathak. i have joinedb the company recently,

IT System as Corporate Sales Executive(CSE)",oi_tag,0,1,"['oi', '/oi', 'cdf', '/cdf']"
69,10016826637694,my weak point in english but i will get sucess in english languge,cdf_tag,0,1,"['oi', '/oi', 'cdf', '/cdf']"
70,10016832151353,We are IT System. The Leaders in the IT sector. We provide excellent service of technology engineering and business consulting all around the globe. ,oi_tag,1,1,"['oi', '/oi', 'cff', '/cff']"
71,10016832151353,We invite your interest and decision.,cff_tag,1,1,"['oi', '/oi', 'cff', '/cff']"
72,10016832163839,give us some more details about SuperBazaar.software requirements. so that we can send you the cost and time estimates.,cac_tag,3,1,"['ow', '/ow', 'cac', '/cac']"
73,10016832163839,with warm regards i want to withraw your kind attension towards our IT SYSTEM.,ow_tag,3,1,"['ow', '/ow', 'cac', '/cac']"
74,10016832437990,Our modern computer system are fitted with RFID tracking and real cost reporting.,oi_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
75,10016832437990,For you to believe in our system we are also giving the demonstration of our system after this you can make your final decision.,cff_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
76,10016893196494,"Please forward us the details about the software requirements,technical constraints,project timeline and budget.So that we can send the detailed proposal as soon as possible.",cac_tag,3,1,"['ocg', '/ocg', 'cac', '/cac']"
77,10016893196494,"It was a pleasure to know that Superbazaar, one of the leading retail sector organization is looking forward to upgrade its inventory managent systems.",ocg_tag,3,1,"['ocg', '/ocg', 'cac', '/cac']"
78,10016893396285,I m rajeev (cse) from it system ,oi_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
79,10016893396285,our company product may be the better for you so a kindly request to you think on this proposal. ,cff_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
80,10016893506877,I am Rajeev Pathak from IT system. IT system is mnc based and provided inventory management system to the different organization over a years.IT system is a bussiness leader in the IT sector. ,oi_tag,2,1,"['oi', '/oi', 'cac', '/cac']"
81,10016893506877,"If you are intersted, then please send information about sotware requriements, technical constraints, project timelines, budget and etc.",cac_tag,2,1,"['oi', '/oi', 'cac', '/cac']"
82,10016893663039, Our company IT Systems would like to do business with your superbazaar. ,op_tag,3,1,"['op', '/op', 'cff', '/cff']"
83,10016893663039,"Please do give us a chance to be a part of your business.Waiting for your reply.
",cff_tag,3,1,"['op', '/op', 'cff', '/cff']"
84,10016933873343," My name is Rajeev Pathak, I am a Corporate Sales Executive for IT Systems.",oi_tag,0,1,"['oi', '/oi', 'cff', '/cff']"
85,10016933873343, Hope to see you at the office very soon.Thanking you in anticipation.,cff_tag,0,1,"['oi', '/oi', 'cff', '/cff']"
86,10017036295879,I am rajeev corporate sales executive in IT SYSTEMs.,oi_tag,0,1,"['oi', '/oi', 'cac', '/cac']"
87,10017036295879,we can send details cost and time estimates if you are intrested.,cac_tag,0,1,"['oi', '/oi', 'cac', '/cac']"
88,10017036345521,"Make sure we get informaton about their software requirements,technical constraints,project timelines,budget,etc.",cac_tag,2,1,"['vinod.pathak@superbazaar.in', 'opc', '/opc', 'cac', '/cac']"
89,10017036345521,Today I receivead an email from my manager.He told me that SuperBazzar is looking to upgrade its old inventory management systems soon.,opc_tag,2,1,"['vinod.pathak@superbazaar.in', 'opc', '/opc', 'cac', '/cac']"
90,10017036688415,"We have to ensure that we get informations about our software requirements,technical constraints ,project timeless,budget etc from them",cac_tag,2,1,"['vinod.pathak@superbazaar.in', 'opc', '/opc', 'cac', '/cac']"
91,10017036688415,Today I received an email from my manager. He told me that Super Bazaar is looking to upgrade its old inventory management computer systems soon.,opc_tag,2,1,"['vinod.pathak@superbazaar.in', 'opc', '/opc', 'cac', '/cac']"
92,10017049209911,"
 We invite to your company send us their proposals time and cost estimates directly with my email id rajeev.pathak@gmail.com 
",cac_tag,2,1,"['opc', '/opc', 'cac', '/cac']"
93,10017049209911,"Our Company Manager circulate a information to me,Super Bazaar Looking to Upgrade its Old inventory management we are hrdly pleased to know that news..",opc_tag,2,1,"['opc', '/opc', 'cac', '/cac']"
94,10017199787965,i never do wrong behaviour in your company and in last i really thankful to you.,cth_tag,0,1,"['odf', '/odf', 'cth', '/cth']"
95,10017199787965,Thanks sir you send me email and you give me chance for job in your company,odf_tag,0,1,"['odf', '/odf', 'cth', '/cth']"
96,10017563982751,It would be a pleasure doing business with you.,cff_tag,4,1,"['opc', '/opc', 'cff', '/cff']"
97,10017563982751,"I would like to inform you that Mr. Sujoy Mishra, Sales Manager, Super Bazaar, met my company's manager today and discsed about your company's wish to upgrade your old inventory management computer systems.",opc_tag,4,1,"['opc', '/opc', 'cff', '/cff']"
98,10016611153340," Thank you ,Sir have a nice day.
",cw_tag,1,1,"['odf', '/odf', 'cw', '/cw']"
99,10016611153340,sir as your recuirement our company IT SYSTEM is very well capable to full fill your requirement.,odf_tag,1,1,"['odf', '/odf', 'cw', '/cw']"
100,10016611175604, This mail is to inform u that our company IT systems is interested in the project of the upgradation of your inventory management computer system. ,op_tag,2,1,"['op', '/op', 'cff', '/cff']"
101,10016611175604,"i hope for a positive response and i wil send u detailed cost and time estimates if you are interested in our proposal. hope you will choose the best one in the field.
",cff_tag,2,1,"['op', '/op', 'cff', '/cff']"
102,10016611230389,Hello Sir I get your email now a IT System is a leader in the IT sector. It delivers technology engineering and business consulting to more then 200 clients across the world. its annual revenues in 3 Billion USD and has 40000 enployees its most sucessful product to data is RFID tracker.,oi_tag,1,1,"['oi', '/oi', 'cac', '/cac']"
103,10016611230389,we invite all component companies to send us thr thrir proposals and time and cost estimates,cac_tag,1,1,"['oi', '/oi', 'cac', '/cac']"
104,10016611245489,"If you are intrested in our technology ,kindy contact on our website www.itsystem.in.",ccd_tag,2,1,"['odf', '/odf', 'ccd', '/ccd']"
105,10016611245489,As we know that Super bazaar is the pioneer in organised retail in india.,odf_tag,2,1,"['odf', '/odf', 'ccd', '/ccd']"
106,10016611296859,as per your need to upgrade your old computers i am hre with a great new inventory computers with a very good rfid based computer systems,op_tag,1,1,"['op', '/op', 'cac', '/cac']"
107,10016611296859,rply to this mailm if u are interested.,cac_tag,1,1,"['op', '/op', 'cac', '/cac']"
108,10016611391147," i beg to say that i m Rajeev Pathak , corporate Sales executive from it company.",oi_tag,1,1,"['oi', '/oi', 'cac', '/cac']"
109,10016611391147," Hence,Kindly visit our company before taking any decision.and i m sure we our products were not let u down.And are not going from thre empty handed.",cac_tag,1,1,"['oi', '/oi', 'cac', '/cac']"
110,10016611496639, i am rajeev roy super market bazar agent,oi_tag,1,1,"['oi', '/oi', 'cff', '/cff']"
111,10016611496639," so , sir i will wiating for your reply",cff_tag,1,1,"['oi', '/oi', 'cff', '/cff']"
112,10016611685449," sir, we come to know that your retail company SuperBazaar want to repalce old inventory management computer system by modern systems with RAID tracking and real time cost reporting.",op_tag,2,1,"['""""vinod.pathak@supaerbazaar.in""""', 'op', '/op', 'cff', '/cff']"
113,10016611685449, I hope you will response soon for the proposal.,cff_tag,2,1,"['""""vinod.pathak@supaerbazaar.in""""', 'op', '/op', 'cff', '/cff']"
114,10016611686063,Our compny have some information about your upgradation in computer system.,op_tag,2,1,"['op', '/op', 'cff', '/cff']"
115,10016611686063,"We are gradefully weighting for your reply.
",cff_tag,2,1,"['op', '/op', 'cff', '/cff']"
116,10016611713727,I am Rajiv from IT System Working as a Corporate Sales Executive.,oi_tag,1,1,"['oi', '/oi', 'cth', '/cth']"
117,10016611713727,"Thank You Sir 

for your precious time to read out this mail 
",cth_tag,1,1,"['oi', '/oi', 'cth', '/cth']"
118,10016611726798,"please do let me know.we will ensure you with the RFID tags,we will use proprietary ISys software tool.
",cdf_tag,2,1,"['opc', '/opc', 'cdf', '/cdf']"
119,10016611726798,"we heard about the replacement of your companies old computer machines,",opc_tag,2,1,"['opc', '/opc', 'cdf', '/cdf']"
120,10016611732143," sir,myself is rajeev pathak ,corporate sale executive of IT system.",oi_tag,2,1,"['oi', '/oi', 'cth', '/cth']"
121,10016611732143, thanks for your hrdtimes and con,cth_tag,2,1,"['oi', '/oi', 'cth', '/cth']"
122,10016611773879,For any more query please contact us.,ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
123,10016611773879," Respected Sir, COO SuperBazaar, In behalf of Asheesh Malhotra,Sales Manager , VP Sales that according to Sujoy Mishra , Sales Manager , SuperBazaar your corporation needs to implement your computer management system ,",opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
124,10016611908603,I am providing our details and cost details and time estimates with it,cdf_tag,1,1,"['opc', '/opc', 'cdf', '/cdf']"
125,10016611908603," This is to state you that ,i came to know that your company needs some IT aspert to upgrade the system of the company",opc_tag,1,1,"['opc', '/opc', 'cdf', '/cdf']"
126,10016611947199,As we know that SuperBazaar is the poineer in organised retail in India.,odf_tag,1,1,"['odf', '/odf']"
127,10016612122810," it would be grateful of you to accept the proposal and waiting forward for your feed back.
",cff_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
128,10016612122810, Getting the information about planning to replacement of old inventory management computer based system by modern systems of Superbazzar,opc_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
129,10016612124919, I am grateful to bring before you the deal regarding the upgradation of the inventory management system in your company(SuperBazaar).,op_tag,2,1,"['op', '/op', 'cff', '/cff']"
130,10016612124919,"Hope, we tie up and benefit each othr .

 Hope to get a response soon.
",cff_tag,2,1,"['op', '/op', 'cff', '/cff']"
131,10016612272869,so I reqest you to grant our proposal for this task.,cdf_tag,2,1,"['odf', '/odf', 'cdf', '/cdf']"
132,10016612272869,I have come to know about your upgradation in super bazar.,odf_tag,2,1,"['odf', '/odf', 'cdf', '/cdf']"
133,10016612285326, We at IT Systems is a leading company in the IT Sector with clients spanning across the world. Our most successful product till date is the RFID tracking System.,oi_tag,3,1,"['oi', '/oi', 'cdf', '/cdf']"
134,10016612285326,Our Clients can track in real time using our proprietory ISys Software Tool.,cdf_tag,3,1,"['oi', '/oi', 'cdf', '/cdf']"
135,10016612441342,would like to say you that I have got a Mail from our manager at SuperBazar about the upgradition of the old inventory management computer system.,op_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
136,10016612441342,"Sir, I Mr.Rajeev a CSE of your Company",oi_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
137,10016612441342,"
we are waiting for your proposal ",cff_tag,2,1,"['oi', '/oi', 'op', '/op', 'cff', '/cff']"
138,10016612710895,"so if you are interested in us please send us detailed information about software requirement, technical constraint , project timeline etc.
",cac_tag,2,1,"['opc', '/opc', 'cac', '/cac']"
139,10016612710895, Dear sir from your kind information we got to know that the superbazaar is going to upgrate its old inventory management computer systems.,opc_tag,2,1,"['opc', '/opc', 'cac', '/cac']"
140,10016612896699,We will be providing you a great help in upgrading your old inventory management computer systems.,ccd_tag,3,1,"['opc', '/opc', 'ccd', '/ccd']"
141,10016612896699,In response to your proposal for repalacement of your old inventory management computer system by modern systems with RFID tracking and real time cost reporting we wish to state that we are the best company for this job.,opc_tag,3,1,"['opc', '/opc', 'ccd', '/ccd']"
142,10016612904383," so, kindly grant us.",cdf_tag,2,1,"['opc', '/opc', 'cdf', '/cdf']"
143,10016612904383," with due respect i am honour to state that our company got an information

 that you are searching for an IT company to upgrade inventory management
",opc_tag,2,1,"['opc', '/opc', 'cdf', '/cdf']"
144,10016612920575,"hello sir, I am rajeev,CSE of IT Company.",oi_tag,2,1,"['oi', '/oi', 'cdf', '/cdf']"
145,10016612920575,If you are interested we can send detailed cost and time estimates.I think this is sufficient for getting this job but ,cdf_tag,2,1,"['oi', '/oi', 'cdf', '/cdf']"
146,10016612940430,"We wil look forward to listen from you about your software requirements, technical constraints, project timeline, budget etc. 
",cff_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
147,10016612940430,We are pleased to learn that your organization SuperBazar is looking to upgrade the current inventory management computerr systems.,opc_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
148,10016612940661," I am CES of IT sector,",oi_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
149,10016612940661,For your kind reply please mail at xyz@xx.com,ccd_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
150,10016612940661,"I am glad to know that your company is going to upgrade 

the inventory management computer system .",opc_tag,2,1,"['oi', '/oi', 'opc', '/opc', 'ccd', '/ccd']"
151,10016612945919,"hello sir, i m rajeev pathak .i m a employee of the company IT systems in the post of corporate sales executive(cse).",oi_tag,2,1,"['oi', '/oi', 'cdf', '/cdf']"
152,10016612945919,so sir pliz let me know a,cdf_tag,2,1,"['oi', '/oi', 'cdf', '/cdf']"
153,10016613117631,"If interested you may contact us and we can send you detailed cost and time estimates as per your desire. 
",ccd_tag,3,1,"['opc', '/opc', 'ccd', '/ccd']"
154,10016613117631,"It was brought to the notice of our company(IT SYSYTEMS) that you company is wanting to change and replace its old inventory management computer system by modern systems and RFID tracking and real time cost reporting.
",opc_tag,3,1,"['opc', '/opc', 'ccd', '/ccd']"
155,10016613124280,We want to change our secuirity systems to our to our latest RFID Tracker so that we can kept our systems safe and protective.,odf_tag,1,1,"['odf', '/odf']"
156,10016613341962," I AM RAJEEV PATHAK,THE CORPORATE SALES EXECUTIVE,IT SYSYTEM",oi_tag,1,1,"['oi', '/oi']"
157,10016613353723,If you are intersted too please contact us and reply for the same so that we can move furthr with the order and placement,ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
158,10016613353723,I read your mail,opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
159,10016614248647,This is regarding your company's system updation requirements. ,op_tag,2,1,"['op', '/op', 'cac', '/cac']"
160,10016614248647,Please reply with your budget and your requirements to this mail.,cac_tag,2,1,"['op', '/op', 'cac', '/cac']"
161,10016614284975,"if you are interested in the deal please send us ur software requirments,technical contraints,budget etc.",cac_tag,2,1,"['ow', '/ow', 'cac', '/cac', 'cff', '/cff']"
162,10016614284975,looking forward for a positive replay,cff_tag,2,1,"['ow', '/ow', 'cac', '/cac', 'cff', '/cff']"
163,10016614284975,Greetings from IT systems!!!!,ow_tag,2,1,"['ow', '/ow', 'cac', '/cac', 'cff', '/cff']"
164,10016614403261,"I Rajeev Pathak, the CSE of an IT System company.",oi_tag,3,1,"['oi', '/oi', 'cac', '/cac', 'cff', '/cff']"
165,10016614403261,"For that u need to knoe your software requirements,technical constraints,project timelines etc.you can contact us through our web site or through number mentiond below.",cac_tag,3,1,"['oi', '/oi', 'cac', '/cac', 'cff', '/cff']"
166,10016614403261,We are waiting for your reply.,cff_tag,3,1,"['oi', '/oi', 'cac', '/cac', 'cff', '/cff']"
167,10016614494307,"I am Rajeev Pathak from It Systems. Our company is a leader in the It sector.We provide the best RFID trackers .Our monthly revenue is 1 Billion and we have more than 100 clients in Delhi only. Aparrt from that we provide services to countries like Germany , Canada , France, Bangladesh e.t.c.",oi_tag,2,1,"[' vinod.pathak@superbazaar.in.', 'oi', '/oi', 'ccd', '/ccd']"
168,10016614494307,"For any othr queries and detail
",ccd_tag,2,1,"[' vinod.pathak@superbazaar.in.', 'oi', '/oi', 'ccd', '/ccd']"
169,10016614516791,"The information about the software requirements, technical constraints, project timelines, budget etc. would be forwarded to you once the analysis has been verified by our experts.",cdf_tag,3,1,"['opc', '/opc', 'cdf', '/cdf']"
170,10016614516791,This is in reference to the invitation for proposals for undertaking the upgradation task for the company's inventory computer systems. ,opc_tag,3,1,"['opc', '/opc', 'cdf', '/cdf']"
171,10016614524204, if you are interesd in our company products please contact me.we will work hrd for best results .,ccd_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
172,10016614524204,TODAY I Heard that superbazzar is looking to upgrade its old inventory management computer systems soon .,opc_tag,2,1,"['opc', '/opc', 'ccd', '/ccd']"
173,10016614545590,Looking forward to your affirmative response.,cff_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
174,10016614545590,"As per the conversation with the sales manger of SuperBazaar, it has been learnt that superBazaar wishes to replace the old inventory management computer system by modern systems. ",opc_tag,3,1,"['opc', '/opc', 'cff', '/cff']"
175,10016614777148,our clients can track their items in real time using our proprietory ISys software tool.,cdf_tag,2,1,"['odf', '/odf', 'cdf', '/cdf']"
176,10016614777148,"hello, sir i would like to draw your attention towards our company effective work agenda",odf_tag,2,1,"['odf', '/odf', 'cdf', '/cdf']"
177,10016614840315," Myself Rajeen Pathak,Corporate Sales Executive(CSE), IT. ",oi_tag,2,1,"['oi', '/oi', 'cac', '/cac', 'cdf', '/cdf']"
178,10016614840315,We will not let ,cdf_tag,2,1,"['oi', '/oi', 'cac', '/cac', 'cdf', '/cdf']"
179,10016614840315," you can send us the information about your software requirements, technical constraints, project timelines along with the budgets.",cac_tag,2,1,"['oi', '/oi', 'cac', '/cac', 'cdf', '/cdf']"
180,10016614953059," Please go through the attached cost estimates and functioning of our proposal.
",cac_tag,1,1,"['opc', '/opc', 'cac', '/cac']"
181,10016614953059,Withreference to your advertisement in Hindustan Times dated 16 february 2013 about the upgrading of computer in old inventory management system,opc_tag,1,1,"['opc', '/opc', 'cac', '/cac']"
182,10016615126765,I am a Corporate Sales executive in IT System.,oi_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
183,10016615126765,"It is my humble request to give a chance to show our capabilities and skills in IT field.
",cff_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
184,10016615136015, I Rajeev Pathak the CSE..,oi_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
185,10016615136015,I will wait for your response.,cff_tag,2,1,"['oi', '/oi', 'cff', '/cff']"
186,10016616104400,"Kindly send us software requirements , technical requirements , and budget as per which we can provide you our services.",cac_tag,3,1,"['opc', '/opc', 'cac', '/cac', 'cff', '/cff']"
187,10016616104400,"
hoping for a quick and favourable respons",cff_tag,3,1,"['opc', '/opc', 'cac', '/cac', 'cff', '/cff']"
188,10016616104400,"Sir, this is withreference toyour discussion with Mr. Asheesh Malhotra regarding the upgradation of your inventory management system.",opc_tag,3,1,"['opc', '/opc', 'cac', '/cac', 'cff', '/cff']"
189,10016616260954,myself Rajeev CSE in IT branch.,oi_tag,2,1,"['oi', '/oi', 'cac', '/cac']"
